19099.000000, 42156.500000
38792.000000, 42156.500000
45626.250000, 33721.750000
18590.000000, 4776.000000
18590.000000, 9915.000000
14975.000000, 11439.000000
14975.000000, 11439.000000
18590.000000, 9915.000000
18590.000000, 4776.000000
18590.000000, 9915.000000
20287.500000, 16401.500000
20287.500000, 16401.500000
23282.000000, 12967.000000
25756.500000, 12967.000000
25987.672857, 11036.827143
25987.672857, 11036.827143
25756.500000, 12967.000000
23282.000000, 12967.000000
25756.500000, 12967.000000
26158.500000, 14482.000000
30550.000000, 14482.000000
30550.000000, 14482.000000
26158.500000, 14482.000000
25756.500000, 12967.000000
26158.500000, 14482.000000
22099.500000, 16401.500000
22099.500000, 21474.000000
19491.580118, 22295.419882
20313.000000, 21474.000000
9655.000000, 10358.000000
9655.000000, 10358.000000
20313.000000, 21474.000000
19491.580118, 22295.419882
20313.000000, 21474.000000
22099.500000, 21474.000000
23597.804514, 19975.695486
23597.804514, 19975.695486
22099.500000, 21474.000000
20313.000000, 21474.000000
22099.500000, 21474.000000
22099.500000, 16401.500000
26158.500000, 14482.000000
22099.500000, 16401.500000
20287.500000, 16401.500000
9936.223623, 17444.276377
9936.223623, 17444.276377
20287.500000, 16401.500000
22099.500000, 16401.500000
20287.500000, 16401.500000
20287.500000, 16401.500000
18590.000000, 9915.000000
20287.500000, 16401.500000
17208.250000, 14510.750000
2691.000000, 10735.000000
2691.000000, 10735.000000
17208.250000, 14510.750000
20287.500000, 16401.500000
17208.250000, 14510.750000
19099.000000, 42156.500000
19099.000000, 47227.500000
18616.000000, 61952.000000
18568.500000, 63397.000000
18568.500000, 64065.000000
17744.000000, 64065.000000
18568.500000, 64065.000000
18997.507075, 63947.507075
18997.507075, 63947.507075
18568.500000, 64065.000000
17744.000000, 64065.000000
18568.500000, 64065.000000
18568.500000, 63397.000000
18616.000000, 61952.000000
18568.500000, 63397.000000
17493.000000, 62858.000000
17493.000000, 59751.000000
17493.000000, 59751.000000
17493.000000, 62858.000000
18568.500000, 63397.000000
17493.000000, 62858.000000
17142.250000, 65593.750000
16900.000000, 67353.000000
14652.052574, 67612.447426
14803.000000, 67461.500000
14186.000000, 67231.000000
14186.000000, 67231.000000
14803.000000, 67461.500000
14652.052574, 67612.447426
14803.000000, 67461.500000
16900.000000, 67353.000000
18953.250000, 67298.750000
19377.000000, 66777.000000
18953.250000, 67298.750000
18705.591719, 67492.158281
18705.591719, 67492.158281
18953.250000, 67298.750000
19377.000000, 66777.000000
18953.250000, 67298.750000
16900.000000, 67353.000000
14803.000000, 67461.500000
16900.000000, 67353.000000
17142.250000, 65593.750000
17493.000000, 62858.000000
17142.250000, 65593.750000
